stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 2, section 5","Compilacao das Ordens do Dia do Quartel General do Exercito Portuguez, Concernentes a Organizacao, Disciplina, e Economia Militares na Campanha de 1810",Segunda Edicao,Lisboa,1815,,Y,
"Row 2, section 5",Lazare Hoche ,Georges Girard,Librairie Gallimard,1927,10th edition,Y,
"Row 2, section 5",The Chronologist of the Present War,,G.G. and J. Robinson,1797,2nd edition,Y,
"Row 2, section 5",A Guerra Peninsular,M. Pinheiro Chagas,Lisboa,1908,,Y,
"Row 2, section 5",Oeuvres Litteraires de Napoleon Bonaparte,Tancrede Martel,Albert Savine ,1888,"2st Edition, Volume 5",Y,
"Row 2, section 5","Memoirs of the Life, Exile and Conversations of the Emperor Napoleon ",Count de Las Cases,Redfield,1855,Volume 3,Y,
"Row 2, section 5","Vieilles maisons, vieux papiers",G. Lenotre,Perrin et cie Libraires-Editeurs,1930,6th series,Y,
"Row 2, section 5",History of the Expedition to Russia,General Count Philip de Segur,H.L. Hunt and C. C. Clarke,1825,Volume 1,Y,signature inside cover
"Row 2, section 5",History of the Expedition to Russia,General Count Philip de Segur,H.L. Hunt and C. C. Clarke,1825,Volume 2,Y,
"Row 2, section 5",Le Marechal Ney,Georges D'Heylli,Armand le Chevalier,1869,,Y,
"Row 2, section 5",Le Jardin de Picpus,G. Lenotre,"Librairie Academique Perrin et cie, Libraires editeurs",1928,,Y,
"Row 2, section 5",The Life of Napoleon Buonaparte ,The Author of Waverley,Ballantyne and Co.,1827,Volume 7,Y,signature inside cover
"Row 2, section 5",The Life of Napoleon Buonaparte ,The Author of Waverley,Ballantyne and Co.,1827,Volume 8,Y,handwritten signature inside cover
"Row 2, section 5","Memoirs of the Life, Exile and Conversations of the Emperor Napoleon ",Count de Las Cases,Redfield,1855,Volume 1,Y,signature inside cover
"Row 2, section 5",The Life of Napoleon Buonaparte ,The Author of Waverley,Ballantyne and Co.,1827,"Volume 9, Second edition",Y,signature inside cover
"Row 2, section 5","Memoirs of the Life, Exile and Conversations of the Emperor Napoleon ",Count de Las Cases,Redfield,1855,Volume 2,Y,signature inside cover
"Row 2, section 5",Oeuvres Litteraires de Napoleon Bonaparte,Tancrede Martel,Albert Savine ,1888,"2st Edition, Volume 1",Y,
"Row 2, section 5",Oeuvres Litteraires de Napoleon Bonaparte,Tancrede Martel,Albert Savine ,1888,"2st Edition, Volume 2",Y,
"Row 2, section 5",Oeuvres Litteraires de Napoleon Bonaparte,Tancrede Martel,Albert Savine ,1888,"2st Edition, Volume 3",Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1867,Volume 24,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 27,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 30,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1868,Volume 26,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1867,Volume 23,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1868,Volume 25,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 32,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 31,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 29,Y,
"Row 2, section 5",Correspondence de Napoleon I ,Ordre de L'Empereur Napoleon III,Imprimerie Imperiale ,1869,Volume 28,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 2,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 1,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 3,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 6,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 5,Y,
"Row 2, section 5",Commentaires de Napoleon Premier,,Imprimerie Imperiale ,1867,Volume 4,Y,
"Row 2, section 5",Napoleon Ier Lettres au Comte Mollien,Jacques Arnna,Les Editions Charles Gay,1959,,Y,
"Row 2, section 5",Correspondance Generale,Napoleon Bonaparte,Fayard,2004,Volume 1,N,
"Row 2, section 5",Napoleon as a General,Count Yorck von Wartenburg,,,Volume 2,N,
"Row 2, section 5",Correspondence de Napoleon,Maximilien Vox,Gallimard,1943,4th edition,N,
"Row 2, Section 6","The Life of Nelson, The Embodiment of the Sea Power of Great Britain, Vol. II",Captain A. T. Mahan,"Little, Brown, and Co.",1897,,N,
"Row 2, Section 6",Wellington: the Years of the Sword,Elizabeth Longford,Harper and Row Publishers,1969,,N,
"Row 2, Section 6",Wellington  ,S.G.P. Ward,B. T. Batsford,1963,,N,
"Row 2, Section 6",The Duke,Philip Guedalla,Hodder and Stoughton,1974,,N,
"Row 2, Section 6",1815: The Waterloo Campaign,Peter Hofschroer,Greenhill Books,1998,,N,Award Submission note
"Row 2, Section 6",Waterloo Lectures: A Study of the Campaign of 1815,Charles C. Chesney,"Longmans, Green and Co. ",1874,,N,
"Row 2, Section 6",Britain and the Defeat of Napoleon: 1807-1815,Rory Muir,Yale University Press ,1996,,N,
"Row 2, Section 6",New Letters of Napoleon I,Lady Mary Loyd,William Heinemann,1898,,N,
"Row 2, Section 6",The French Imperial Army: The Campaigns of 1813-1814 and Waterloo,Richard K. Riehn,"I/R Miniatures, Inc.",1968,,N,
"Row 2, Section 6",Wellington: Studies in the Military and Political Career of the First Duke of Wellington,Norman Gash,Manchester University Press,1990,,N,
"Row 2, Section 6","A History of the Peninsular War, Vol. IV",Charles Oman,Clarendon Press,1911,,N,
"Row 2, Section 6","The Life of Nelson, The Embodiment of the Sea Power of Great Britain, Vol. I",Captain A. T. Mahan,"Little, Brown, and Co.",1897,,N,
"Row 2, Section 6",Campaigning With the Duke of Wellington & Featherstone,Donald Featherstone,Emperor's Press,1993,,N,
"Row 2, Section 6",Wellington After Waterloo,Neville Thompson,Routledge and Kegan Paul,1986,,N,Signed
"Row 2, Section 6",Years of Victory: 1802-1812,Arthur Bryant,Collins,1967,,N,
"Row 2, Section 6",Wellington's Men: Some Soldier Autobiographies,W.H. Fitchett,"Smith, Elder and Co.",1900,,N,
"Row 2, Section 6",The Unpublished Correspondence of Madame de Stael and the Duke of Wellington,Victor de Pange and Harold Kurtz,Cassell,1965,,N,
"Row 2, Section 6","The Life of Arthur, Duke of Wellington","G. Lathom Browne, Esq.",Society for Promoting Christian Knowledge,1853,,Y,
"Row 2, Section 6",Precis de la Campagne de 1815,Dans les Pays-Bas,Merzbach and Falk,1887,,N,
"Row 2, Section 6","Military Memoirs of the Duke of Wellington, Vol. I",Captain Moyle Sherer,"Longman, Rees and Co.",1830,,Y,
"Row 2, Section 6","Memoires Pour Servir A L'Histoire de France, Sous Napoleon, Vol. I",General Gourgaud,Firmin Didot and Fils,1823,,N,
"Row 2, Section 6",Calvary in the Waterloo Campaign,Evelyn Wood,"Sampson Low, Marston and Co.",1895,,N,
"Row 2, Section 6",The English Jacobins: Reformers in the Late 18th Century England,Carl B. Cone,Charles Scribner's Sons,1968,,N,
"Row 2, Section 6",The White Terror and the Political Reaction After Waterloo,Daniel Philip Resnick,Harvard Universiy Press,1966,,N,
"Row 2, Section 6",Des Konigs Deutsche Legion,M. Ballauff,Heinn Feesche,1900,,N,
"Row 2, Section 6","The History of the Corps of Royal Sappers and Miners, Vol. I",T. W. J. Connolly,"Longman, Brown, and Green",1855,,Y,
"Row 2, Section 6","The History of the Corps of Royal Sappers and Miners, Vol. II",T. W. J. Connolly,"Longman, Brown, and Green",1855,,Y,
"Row 2, Section 6",Wellington: The Iron Duke,Philip Haythornthwaite,"Potomac's Books, Inc.",2007,,N,
"Row 2, Section 6",The Limits of Glory: A Novel of Waterloo,James R. McDonough,Presidio Press,1991,,N,
"Row 2, Section 6",Fishguard Fiasco: An Account of the Last Invasion of Britain,John Kinross,"H.G. Walters, Ltd.",1974,,N,
"Row 2, Section 6",Histoire des Campagnes de 1814 & 1815,Alphonse de Beauchamp,Imprimeur Libraire,1916,Vol 1,N,
"Row 2, Section 6",The Story of the Battle of Waterloo,Rev. R. Gleig,John Murray,1907,,N,
"Row 2, Section 6",Napier's Peninsular War,W. F. P. Napier,Routledge & Sons,1882,Vol 2,N,
"Row 2, Section 6",Campagne de 1815,Charras,Bruxelles,1858,5th edition,N,
"Row 2, Section 6",The War Library/ The Waterloo Campaign,Siborne,Arber,1894,4th edition,N,
"Row 2, Section 6",Napoleon After Waterloo,Thorton,Stanford,1968,,N,
"Row 2, Section 6",Spencer and Waterloo Letters,Beatrice Madan,Literary Services and Production,1970,First edition,N,
"Row 2, Section 6",History of the Campaign of 1815,Muffling,S.R. Publishers,1970,,N,
"Row 2, Section 6",Napoleon at the Briars,Faith Compton Mackenzie,Jonathan Cape,1943,limited edition,N,
"Row 2, Section 6",Waterloo Original Accounts Siborne Collection,British Library,Adam Matthew Publications,2001,,N,
"Row 2, Section 6",Waterloo,Fr. Libert,Marcel Rayez,,10th edition,N,
"Row 2, Section 6",Wellington's Smallest Victory,Peter Hofschroer,Faber & Faber,2004,,N,
"Row 2, Section 6",Trafalgar Napoleon's Naval Waterloo,Rene Maine,Scribners,1957,,N,
"Row 2, Section 6",Britain Against Napoleon,Carola Oman,Faber & Faber,1943,,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,3rd Vol 13th Edition,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,13th Edition Vol 1,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,13th Edition Vol 2,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,13th Edition Vol 4,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,13th Edition Vol 5,N,
"Row 2, Section 6",Histoire de la Revolution Francaise,Thiers,Paris,1865,13th Edition Vol 6,N,
"Row 2, Section 6",Napoleon ses Dernieres Armees,Couderc de Saint-Chamant,Ernest Flammarion,1902,,Y,
"Row 2, Section 6",Bonaparte et Moreau,Picard,Librarie Plon,1905,,Y,
"Row 2, Section 6",Capitulation de Baylen,Clerc,Paris,1903,,Y,
"Row 2, Section 6",La Reine Hortense,Turquan,Jules Tallandier,1927,,Y,
"Row 2, Section 6",Contre Pie VII et Bonaparte,Dechene,Librarie de Paris,1932,,Y,
"Row 2, Section 6",Le Tragedien de Napoleon,Augustin-Thierry,Albin Michel,1942,,Y,
"Row 2, Section 6",La Defectionn de Marmont en 1814,Rapetti,Paris,1858,,Y,
"Row 2, Section 6",Comment s'est faite la Restauration de 1814,Bainville,Paris,1948,,Y,
"Row 2, Section 6",Precis de la Campagne de 1805,En Allemagne & en Italie,Bruxelles,1886,,Y,
"Row 2, Section 6",Marechal Davout,Hambourg,Paris,1814,,Y,
"Row 2, Section 6","Le Marechal Bessieres, Duc Distries",Andre Rabel,"Calman, Levy",,,Y,
"Row 2, Section 6",Un curieux recit de Waterloo,Theo Fleischmann,Meddens & C. Editeurs,,,Y,
"Row 2, Section 6",Les Generaux de la Revolution et de l'Empire,Georges Six,Bordas,1947,,Y,Loose material
"Row 2, Section 6",La Chute de Napoleon I,Jean Thiry,Editions Berger-Levrault,1939,,Y,
"Row 2, Section 6",Napoleon in Exile at Elba (1814-1815),Norwood Young,Winston,1914,,N,Loose material
"Row 2, Section 6",Grand Artilleurs ,Maurice Girod de L'Ain,"Berger-Leverault et cie, Libraires-Editeurs",1895,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Segunda epocha, tomo 1",Simao Jose da Luz Soriano,Imprensa Nacional,1870,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Terceira epocha, tomo 7",Simao Jose da Luz Soriano,Imprensa Nacional,1890,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Terceira epocha, tomo 3 segunda parts",Simao Jose da Luz Soriano,Imprensa Nacional,1883,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Terceira epocha, tomo 6",Simao Jose da Luz Soriano,Imprensa Nacional,1887,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Terceira epocha, tomo 5 primeira parts",Simao Jose da Luz Soriano,Imprensa Nacional,1883,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Terceira epocha, tomo 2 primeira parts",Simao Jose da Luz Soriano,Imprensa Nacional,1882,,Y,
"Row 2, Section 6","Historia de Guerra Civic, Primeira epocha, tomo 3",Simao Jose da Luz Soriano,Imprensa Nacional,1879,,Y,
"Row 2, Section 6",Histoire de la Revolution Francaise,M. A. Thiers,Furne et cie Libraires-editeurs,1865,,Y,stamped
"Row 2, Section 6","L'Avenement de Bonaparte, tom. II",Albert Vandal,"Plon-Nourrit et cie, Imprimeurs-editeurs",1912,,Y,
"Row 2, Section 6",Napoleom in Exile at St. Helena (1816-1821),Norwood Young,Winston,1915,,N,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. II part 2,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1882,,Y,
"Row 2, Section 6","Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. IV, part 2",Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1876,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. I,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1881,,Y,
"Row 2, Section 6","Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. V, part 2",Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1893,,Y,
"Row 2, Section 6",L'Epopee de Waterloo,Georges Barral ,Ernest Flammarion,1895,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. II  ,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1867,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. IV,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1884,,Y,
"Row 2, Section 6",Le Proces Du Marechal Ney,Rene Floriot,Hachette,1955,,Y,
"Row 2, Section 6",Les Francais Sur le Rhin,Alfred Rambaud,Didier et cie,1873,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. V  ,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1885,,Y,
"Row 2, Section 6","Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. V, part 1",Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1893,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. III,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1874,,Y,Loose pages
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. IV part 1,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1876,,Y,
"Row 2, Section 6",Sieyes (1748-1836),Albernic Neton,Perrin et Cie,1901,,Y,
"Row 2, Section 6",Napoleon Delivre,Alberic Cahuet,Emile-Paul Freres,1914,,Y,
"Row 2, Section 6",L'Assassinat du Marechal Brune,Vermeil de Conchard,Perrin et Cie,1887,,Y,
"Row 2, Section 6","Junot dit ""LA TEMPETE""",J. Lucas-Dubreton,Gallimard,1937,Fifth,Y,
"Row 2, Section 6",Memoires du General Hugo,Edmond Pilon,Excelsior,1934,,Y,
"Row 2, Section 6",La France Apres La Terreur: 1795-1799,P. Bessand-Massenet,LIbrairie Plon,1946,,Y,
"Row 2, Section 6","Napoleon in Council, or the Opinions Delivered by Bonaparte in the Council of the State","Captain Basil Hall, R.N.",Robert Cadell,1837,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. II,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1871,,Y,
"Row 2, Section 6",Historia da Guerra Civil e Do Estabelecimento Do Governo Parlamentar em Portugal: Vol. I,Simao Jose da Luz Soriano,"Lisboa, Imprensa Nacional",1866,,Y,
"Row 2, Section 6",La Conspiration de Malet,Le Dr. Max Billard,Perrin et Cie,1907,,Y,
"Row 2, Section 6",Talleyrand,Louis Madelin,Flammarion,1944,,Y,
"Row 2, Section 6",L'Alliance Russo Turque Au Milieu des Guerres Napoleoniennes,Boris Mouravieff,La Baconniere ,1954,,Y,
"Row 2, Section 6",Joseph Pascal de Vallongue ,Joseph Chambon,Les Presses Universelles,1974?,,Y,
"Row 2, Section 6",Napoleon's Mother,Alain Decaux,The Cresset Press,1962,,N,
"Row 2, Section 6",La Grande Pensee de Bonaparte,Pierre Constanti,Baudiniere,1941,,Y,
"Row 2, Section 6",Daughters of Eve,Lenard R. Berlanstein,Harvard Universiy Press,2001,,N,Invoice
"Row 2, Section 6",Le Marechal Marmont: Due de Raguse,Robert Christophe,Hachette,1968,,Y,
"Row 2, Section 6","Un Geant de L'Action, Le General Fabvier",W. Serieyx,J. Tallandier,1933,,Y,
"Row 2, Section 6",Madame Mere,A. Augustin-Thierry,Albin Michel,1939,,Y,
"Row 2, Section 6",Drouot et Napoleon,W. Serieyx,J. Tallandier,1929,,Y,
"Row 2, Section 6",Napoleon: Croquis de l'Epopee,G. Lenotre,Bernard Grasset,1932,,Y,
"Row 2, Section 6",La Chateau de Rambouillet: Six Siecles d'Histoire,G. Lenotre,Calmann-Levy,1930,,Y,
"Row 2, Section 6",Lucien Bonaparte,Francois Pietri,LIbrairie Plon,1939,,Y,
"Row 2, Section 6",Babeuf: 1760-1797 et la Conjuration des Egaux,Gerard Walter,Payot,1937,,Y,
"Row 2, Section 6",La Vie en France,Le Vicomte de Broc,"E. Plon, Nourrit, et cie",1895,,Y,
"Row 2, Section 6",Lafayette et Napoleon,Paul Chanson,Led Editions de Lyon,1958,,Y,
"Row 2, Section 6",Napoleon: Ou Le Mythe Du Sauveur,Jean Tulard,Fayard,1977,,Y,
"Row 2, Section 6",Bernadotte,Bernard Nabonne,La Nouvelle Edition,1946,,Y,
"Row 2, Section 6",Preceptes et Jugements de Napoleon,Ernest Picard,"Berger-Leverault et cie, Libraires-Editeurs",1913,,Y,
"Row 2, Section 6",Pauline Bonaparte and her Lovers,Hector Fleischmann,John Lane Company,1914,,N,
"Row 2, Section 6","Madame Mere (Mater Napoleonis), Vol. II",Le Barron Larrey,E. Dentu,1892,,Y,
"Row 2, Section 6",Madame Recamier and Her Friends,W.H. Barnes?,Roberts Brothers,1875,,N,
"Row 2, Section 6",Le Pur Armour de Napoleon,Roland Charmy,Jean Renard,1942,,Y,
"Row 2, Section 6",Marie Antoinette at the Tuileries: 1789-1791,"Imbert de Saint-Amand, Elizabeth Martin",Charles Scribner's Sons,1892,,N,
"Row 2, Section 6",Letizia Bonaparte (Madame Mere),Clement Shaw,The Viking Press,1928,,N,
"Row 2, Section 6",Marie Antoinette and the Downfall of Royalty,"Imbert de Saint-Amand, Elizabeth Martin",Charles Scribner's Sons,1891,,N,
"Row 2, Section 6",Citizeness Bonaparte,"Thomas Sergeant Perry, Imbert de Saint-Amand",Charles Scribner's Sons,1898,,N,
"Row 2, Section 6",Marie Louise and the Invasion of 1814,"Thomas Sergeant Perry, Imbert de Saint-Amand",Charles Scribner's Sons,1891,,N,
"Row 2, Section 6",Madame Sans Gene: Les Campagnes de Therese Figueur 1793-1815,Saint-Germain Leduc,Librairie Guillaumin et cie,N/A,,Y,
"Row 2, Section 6",La Mere de Napoleon,Francois Duhourcau,Editions Excelsior,1933,,Y,
"Row 2, Section 6",The Letters of Lady Burghersh,Lady Rose Weigall,John Murray,1893,,N,Loose pages
"Row 2, Section 6",Les Amoureux de L'Imperatrice Josephine,Andre Gavoty,Fayard,1961,,Y,
"Row 2, Section 6",Marie Antoinette and the End of the Old Regime ,"Thomas Sergeant Perry, Imbert de Saint-Amand",Charles Scribner's Sons,1893,,N,
"Row 2, Section 6",Secrets et Malheurs La Reine Hortense,Pierre de Lacretelle,Hachette,1936,,N,
"Row 2, Section 6",Madame Recamier et Ses Amis,Edouard Herriot,Payot,1924,,Y,
"Row 2, Section 6",Pauline Foures,Marcel Dupont,Hachette,1942,,N,
"Row 2, Section 6",Marie Antoinette and the Downfall of Royalty,"Imbert de Saint-Amand, Elizabeth Martin",Charles Scribner's Sons,1896,,N,
"Row 2, Section 6",The Private Diaries of the Empress Marie-Louise,Frederic Masson,John Murray,1922,,N,
"Row 2, Section 6",The Betrayers Joachim and Caroline Murat,Hubert Cole,Saturday Review Press,1972,,N,"Author bio, letter, and notes"
"Row 2, Section 6","Memoirs of Madame Junot, Vol. I",Duchesse D'Abrantes,The Grolier Society,N/A,,N,
"Row 2, Section 6","Lettres Inedites de Napoleon Ier, Vol. II",Leon Lecestre,"E. Plon, Nourrit, et cie",1897,Second,?,
