stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 4, Section 6","History of the War in the Peninsula and in the South of France, Vol. IV",W. F. P. Napier,W. J. Widdleton,1864,,N,
"Row 4, Section 6","History of the War in the Peninsula and in the South of France, Vol. V",W. F. P. Napier,W. J. Widdleton,1864,,N,
"Row 4, Section 6",The Bravest of the Brave,A. Hilliard Atteridge,Methuen and Co.,1912,,N,
"Row 4, Section 6","Memoirs of Napoleon, His Court and Family, Vol. I","The Duchess D'Abrantes, Madame Junot",D. Appleton and Company,1892,,N,
"Row 4, Section 6","Discours du General Foy, Vol. II",M. P. F. Tissot,P.A. Moutardier,1826,,Y,
"Row 4, Section 6","Napoleon: L'Empereur, Vol. II (Georgian?)",Dimitri Tsiskarichvili,Lomisi Tbilissi ,1997,,N,
"Row 4, Section 6","Napoleon: Le General Bonaparte, Vol. I (Georgian?)",Dimitri Tsiskarichvili,Lomisi Tbilissi ,1998,,N,
"Row 4, Section 6","Claudius Crozet: French Engineer in America, 1790-1864","Robert F. Hunter and Edwin L. Dooley, Jr.",University Press of Virginia,1989,,N,Signed
"Row 4, Section 6","Memoirs of Napoleon, His Court and Family, Vol. II","The Duchess D'Abrantes, Madame Junot",D. Appleton and Company,1892,,N,
"Row 4, Section 6","Discours du General Foy, Vol. I",M. P. F. Tissot,P.A. Moutardier,1826,,Y,
"Row 4, Section 6","1805: Austerlitz, Napoleon and the Destruction of the Third Coalition",Robert Goetz,Greenhill Books,2005,,N,
"Row 4, Section 6",Napoleon's Viceroy,Carola Oman,Funk and Wagnalls,1966,,N,
"Row 4, Section 6",The French Revolution: A History,Thomas Carlyle,A. L. Burt Company,?,,N,
"Row 4, Section 6",La Citoyenne Marat,Roger Regis,Ferenczi,1949,,N,
"Row 4, Section 6",The Personality of Napoleon,J. Holland Rose,G. P. Putnam's Sons,1912,,N,
"Row 4, Section 6","The First Respectable Spy: The Life and Times of Colquhoun Grant, Wellington's Head of Intelligence",Jock Haswell,Hamish Hamilton,1969,,N,Invoice
"Row 4, Section 6",Indice de Los Papeles de la Junta Central Suprema Gubernativa del Reino y del Consejo de Regencia ,Archivo Historico Nacional,"La Revista de Archivos, Bibliotecas y Museos",1904,,N,
"Row 4, Section 6",Origins of the French Revolution,William Doyle,Oxford University Press,1988,Second,N,
"Row 4, Section 6",An Administrative Bureau during the Old Regime,Harold T. Parker ,University of Delaware Press,1993,,N,Signed
"Row 4, Section 6",The Commander: A Life of Barclay de Tolly,Michael Josselson and Diana Josselson,Oxford University Press,1980,,N,
"Row 4, Section 6",Feeding Nelson's Navy: The True Story of Food at Sea in the Georgian Era,Janet Macdonald,Chatham Publishing,2004,,N,
"Row 4, Section 6",1815: The Waterloo Campaign and The German Victory,Peter Hofschroer,Greenhill Books,1999,,N,
"Row 4, Section 6","Life and Campaigns of Arthur, Duke of Wellington, Vol. IV",G. N. Wright,"Fisher, Son and Co.",?,,Y,
"Row 4, Section 6",Britannia Sickens: Sir Arthur Wellesley and the Convention of Cintra,MIchael Glover,Leo Cooper,1970,,N,
"Row 4, Section 6",Napoleon's Conquest of Europe: The Way of the Third Coalition,Frederick C. Schneid,Praeger,2005,,N,Ephemera
"Row 4, Section 6","The Formative Influences, Theories and Campaigns of the Archduke Carl of Austria",Lee W. Eysturlid,Greenwood Press,2000,,N,
"Row 4, Section 6","Armies on the Danube, 1809",Scott Bowden and Charles Tarbox,The Emperor's Press,1989,,N,
"Row 4, Section 6",Steering to Glory: A Day in the Life of a Ship of the Line,Nicholas Blake,Chatham Publishing,2005,,N,
"Row 4, Section 6",Wellington at War: 1794-1815,Antony Brett-James,Macmillan and Co.,1961,,N,
"Row 4, Section 6","Napoleon et L'Espagne: 1799-1808, Vol. I",Andre Fugier,Felix Alcan,1930,,Y,
"Row 4, Section 6","Napoleon et L'Espagne: 1799-1808, Vol. XI",Andre Fugier,Felix Alcan,1929?,,Y,
"Row 4, Section 6",The Reminiscences and Recollections of Captain Gronow,John Raymond,The Viking Press,1964,,N,
"Row 4, Section 6",Tocqueville Unveiled,Robert T. Gannett Jr.,University of Chicago Press,2003,,N,
"Row 4, Section 6","The LIfe and Campaigns of Hugh First Viscount Gough Field-Marshal, Vol. I",Robert S. Rait,Archibald Constable and Co.,1903,,N,
"Row 4, Section 6","Life and Correspondence of Field Marshal Sir John Burgoyne, Bart., Vol. I",George Wrottesley,Richard Bentley and Son,1873,,N,
"Row 4, Section 6","Life and Correspondence of Field Marshal Sir John Burgoyne, Bart., Vol. II",George Wrottesley,Richard Bentley and Son,1873,,N,
"Row 4, Section 6",Wellington,Philip Guedalla,The Literary Guild,1931,,N,
"Row 4, Section 6","Vieilles Maisons, Vieux Papiers",G. Lenotre,Perrin et Cie,1924,Second,Y,
"Row 4, Section 6",Le Marquis de la Rouerie et la Conjuration Bretonne (1790-1793),G. Lenotre,Perrin et Cie,1925,,Y,
"Row 4, Section 6",Mirabeau: Avant La Revolution,Antonina Vallentin,Bernard Grasset,1946,,Y,
"Row 4, Section 6","Les Fils de Philippe-Egalite, pendant la Terreur",G. Lenotre,Perrin et Cie,1947,,Y,
"Row 4, Section 6","La Compagne de Jehu: Episodes de la Reaction Lyonnaise, 1794-1800",G. Lenotre,Perrin et Cie,1931,,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. II",Ordre du Ministre de la Guerre,E. Plon et Cie,1876,,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. III",Ordre du Ministre de la Guerre,E. Plon et Cie,1876,,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. IV",Ordre du Ministre de la Guerre,E. Plon et Cie,1893,,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. V",Ordre du Ministre de la Guerre,E. Plon et Cie,1893,Second,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. VI",Ordre du Ministre de la Guerre,E. Plon et Cie,1895,Second,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. VII",Ordre du Ministre de la Guerre,E. Plon et Cie,1895,Second,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. VIII",Ordre du Ministre de la Guerre,E. Plon et Cie,1897,Second,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. IX",Ordre du Ministre de la Guerre,E. Plon et Cie,1897,Second,Y,
"Row 4, Section 6","Correspondance Militaire de Napoleon Ier, Vol. II",Ordre du Ministre de la Guerre,E. Plon et Cie,1897,Second,Y,
"Row 4, Section 6","Memoires des Contemporains, pour Servir a L'Histoire De La Republique et de L'Empire",?,Bossange Freres,1823,,Maybe,
"Row 4, Section 6","Memoires de Charles Maurice de Talleyrand, Vol. I",Monsieur Adolphe Fourier,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6","Memoires de Charles Maurice de Talleyrand, Vol. II",Monsieur Adolphe Fourier,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6","Memoires de Charles Maurice de Talleyrand, Vol. III",Monsieur Adolphe Fourier,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6","Memoires de Charles Maurice de Talleyrand, Vol. IV",Monsieur Adolphe Fourier,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6","Memoires de Charles Maurice de Talleyrand, Vol. V",Monsieur Adolphe Fourier,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. I (1769-1802)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. II (1802-1805)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. III (1805-1807)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. IV (1807-1809)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. V (1808-1810)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. VI (1810-1811)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. VII (1811-1812)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. VIII (1812-1813)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. IX (1813-1814)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. X (1814-1815)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. XI (1815)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. XII (1816-1821)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Napoleon et Sa Famille, Vol. XIII (1816-1821)",Frederic Masson,Albin Michel,?,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. I (Massena Memoires)",General Koch,Chez Jean De Bonnot,1966,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. II (Massena Memoires)",General Koch,Chez Jean De Bonnot,1966,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. III (Massena Memoires)",General Koch,Chez Jean De Bonnot,1966,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. IV (Massena Memoires)",General Koch,Chez Jean De Bonnot,1966,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. V (Massena Memoires)",General Koch,Chez Jean De Bonnot,1966,,Y,
"Row 4, Section 6","Memoires D'Andre Massena Duc De Rivoli Prince D'Essling Marechal D'Empire, Vol. VI (Massena Memoires)",General Koch,Chez Jean De Bonnot,1967,,Y,
"Row 4, Section 6",Colleccao das Ordens do Dia (1809),Guilherme Carr Beresford,Lisboa,1809?,,Y,
"Row 4, Section 6",Colleccao das Ordens do Dia (1810),Guilherme Carr Beresford,Lisboa,1810?,,Y,
"Row 4, Section 6",Colleccao das Ordens do Dia (1811),Guilherme Carr Beresford,Lisboa,1811?,,Y,
"Row 4, Section 6",Colleccao das Ordens do Dia (1812),Guilherme Carr Beresford,Lisboa,1812?,,Y,
"Row 4, Section 6",Colleccao das Ordens do Dia (1814),Guilherme Carr Beresford,Lisboa,1814?,,Y,
"Row 4, Section 6","Histoire du Directoire de la Republique Francaise, Vol. I",M. de Barante,Didier,1855,,Y,
"Row 4, Section 6","Histoire du Directoire de la Republique Francaise, Vol. II",M. de Barante,Didier,1855,,Y,
"Row 4, Section 6","Histoire du Directoire de la Republique Francaise, Vol. III",M. de Barante,Didier,1855,,Y,
"Row 4, Section 6","Historia Politica E Militar de Portugal, Vol. I",Jose Maria Latino Coelho,Lisboa,1874,,Y,
"Row 4, Section 6",Repertorio das Ordens Do Dia do Exercito (1809-1826),Joao Crisostomo do Couto e Melo,Lisboa,1827,,Y,
"Row 4, Section 6","Napoleonic Uniforms, Vol. I",John R. Elting,Macmillan Publishing Company,1993,,N,Signed and advertisements from publisher
"Row 4, Section 6","Napoleonic Uniforms, Vol. II",John R. Elting,Macmillan Publishing Company,1993,,N,Letter to author and book review
"Row 4, Section 6","Napoleon: An Intimate Account of the Years of Supremacy, 1800-1814",Proctor Patterson Jones,Proctor Jones Publishing,1992,,N,Signed and letter from author
"Row 4, Section 6",The French Revolution and Intellectual History,Jack R. Censer,The Dorsey Press,1989,,N,
"Row 4, Section 6","Napoleon's Lost Fleet: Bonaparte, Nelson, and the Battle of the Nile",Laura Foreman and Ellen Blue Phillips,Roundtable Press,1999,,N,Times Books Review
"Row 4, Section 6",L'Objet D'Art,Jeanne Faton-Boyance,Alix Delande,1996,,N,
"Row 4, Section 6",Paris During the Revolution,Georges Poisson,Bonechi,1989,,N,
"Row 4, Section 6",The Economic Origins of the French Revolution: Poverty or Prosperity?,Ralph W. Greenlaw,D.C. Heath and Co.,1958,,N,
"Row 4, Section 6",Les Americains a Paris Pendant La Revolution,Yvon Bizardel,Calmann-Levy,1972,,N,
"Row 4, Section 6","Memorias Politicas, Geograficas E Militares de Portugal (1762-1796)",Antonio Pedro Vincente,Lisboa,1971,,N,
"Row 4, Section 6",As Linhas de Torres Vedras: Invasao e Resistencia 1810-1811,Cristina Climaco,Colibri/Lisboa,2010,,N,
"Row 4, Section 6","Historia Thematique: Napoleon, Le Vrai Pere de l'Europe",?,Magazine,2002,,N,
"Row 4, Section 6",Journal Intime de Leonard Coiffeur de Marie-Antoinette,Andre Castelot,Sfelt,1956,,Y,
"Row 4, Section 6",Journal de Campagne D'un Cousin de L'Imperatrice,Maurice de Tascher,Plon,1933,,Y,
"Row 4, Section 6",Napoleon and His Times: Selected Interpretations,Frank A. Kafker and James M. Laux,Robert E. Krieger Publishing,1989,,N,
"Row 4, Section 6",The Coming of the French Revolution,Georges Lefebvre,Vintage Books,1957,,N,Loose pages
"Row 4, Section 6",The Diary of a Napoleonic Foot Soldier,Jakob Walter,Penguin Books,1991,,N,
"Row 4, Section 6",Dictionnaire de la Revolution et de l'Empire,Bernardine Melchior-Bonnet,Larousse,1965,,N,
"Row 4, Section 6","Claude Petiet: Ministre de la Guerre Intendant Genera de la Grande Armee et ses fils Alexandre, Auguste et Sylvain",Nicole Gotteri,S.P.M.,1999,,N,
"Row 4, Section 6",The French Revolution and Napoleonic Era,Owen Connelly,"Holt, Rinehart and Winston",1991,Second,N,Signed
"Row 4, Section 6",Correspondance de J. Joubert,M. Paul de Raynal,Perrin et Cie,1895,Ninth,Y,
"Row 4, Section 6",Le General Duphot (1769-1797),Georges Boulot,Plon-Nourrit et Cie,1908,,Y,
"Row 4, Section 6",L'Assassinat du Marechal Brune ,Vermeil de Conchard,Perrin et Cie,1887,,Y,
"Row 4, Section 6",Lettres de Madame de Stael a Madame Recamier,E. Beau de Lomenie,Domat,1952,,Y,
"Row 4, Section 6",La Conspiration de Malet,Dr. Max Billard,Perrin et Cie,1907,,Y,
"Row 4, Section 6",Napoleon et L'Amerique Espagnole,Hugo D. Barbagelata,Institutio Historico y Geografico del Uruguay,1922,,Y,
"Row 4, Section 6",Le Vrai Chevalier de Maison-Rouge,G. Lenotre,Perrin et Cie,1907,,Y,
"Row 4, Section 6",Fournier Sarloveze: Le Plus Mauvais Sujet de L'Armee,Marcel Dupont,Hachette,1936,,Y,
"Row 4, Section 6",Un Demi-Siecle de Souvenirs,Geoffroy de Grandmaison,Perrin et Cie,1898,,Y,
"Row 4, Section 6",La Vraie Figure de Bonaparte en Corse,Lorenzi de Bradi,Ernest Flammarion,1926,,Y,
"Row 4, Section 6",Paris Revolutionnaire,G. Lenotre,Perrin et Cie,1908,,Y,
"Row 4, Section 6",Le Baron de Batz (1792-1795) ,G. Lenotre,Perrin et Cie,1907,,Y,
"Row 4, Section 6","Les Derniers Moments de Napoleon (1819-1821), Vol. I",Dr. Antommarchi,Garnier Freres,1898,,Y,
"Row 4, Section 6",Le Registre L'Ile D'Elbe: Lettres et Ordres Inedits de Napoleon Ier,Leon-G. Pelissier,Thorin et Fils,1897,Second,Y,
"Row 4, Section 6",Les Massacres de Septembre,G. Lenotre,Perrin et Cie,1907,,Y,
"Row 4, Section 6",Bonaparte a Toulon,Raymond Recouly,Les Editions de France,1929,,Y,
"Row 4, Section 6",Vues sur Napoleon,Andre Suares,Bernard Grasset,1933,,Y,
"Row 4, Section 6",La Carriere du Marechal Suchet,Francois Rousseau,Firmin-Didot et Cie,?,,Y,
"Row 4, Section 6",Napoleon et ses Recents Historiens,Geoffroy de Grandmaison,Perrin et Cie,1896,,Y,
"Row 4, Section 6",Jerome Bonaparte: Roi de Wetsphalie,Marc-Andre Fabre,Hachette,1952,,Y,
"Row 4, Section 6",O Genio de Wellington A Batalha do Bussaco,Lysia Victoriosa,Lisboa ,1910,,Y,
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. VII",Lieutenant Colonel Gurwood,John Murray,1838,,Y,
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. VIII",Lieutenant Colonel Gurwood,John Murray,1838,,Y,
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. IX",Lieutenant Colonel Gurwood,John Murray,1838,,Y,
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. X",Lieutenant Colonel Gurwood,John Murray,1838,,Y,Loose Ephemera
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. XI",Lieutenant Colonel Gurwood,John Murray,1838,,Y,
"Row 4, Section 6","The Dispatches of Field Marshal the Duke of Wellington, Vol. XII",Lieutenant Colonel Gurwood,John Murray,1838,,Y,
"Row 4, Section 6",The Index to the Dispatches of Field Marshal the Duke of Wellington,Lieutenant Colonel Gurwood,John Murray,1839,,Y,
"Row 4, Section 6",In the Wake of Napoleon,Oakley Williams,"John Lane the Bodley Head, Ltd.",1931,,N,
"Row 4, Section 6",The Old Dominion and Napoleon Bonaparte: A Study in American Opinion,Joseph I. Shulim,Ams Press,1968,,N,
"Row 4, Section 6",Essai sur L'Histoire de La Formation et Des Progres Du Tiers Etat,Augustin Thierry,Furne et Cie,1853,,Y,
"Row 4, Section 6",Wellington's Army (1809-1814),C. W. C. Oman,"Francis Edwards, Ltd.",1968,,N,
"Row 4, Section 6","The Second Empire: Bonapartism, the Prince, The President, the Emperor",Philip Guedalla,G. P. Putnam's Sons,1922,,N,
"Row 4, Section 6","With Napoleon in Russia: The Memoirs of General de Caulaincourt, Duke of Vicenza",George Libaire,William Morrow and Co.,1935,,N,
"Row 4, Section 6",Napoleon's Campaigns in Italy,R. G. Burton,George Allen and Unwin,1951,,N,
"Row 4, Section 6",Napoleon's Eighty Days,D. J. Goodspeed,Houghton Mifflin Company,1965,,N,Notes
"Row 4, Section 6",Marie Walewska: L'Epouse Polonaise de Napoleon,Comte D.Ornano,Hachette,1938,,?,
"Row 4, Section 6",The Fatal Knot,John Lawrence Tone,University of North Carolina Press,1994,,N,Horward review and correspondence with AHA
"Row 4, Section 6","The Russian Officer Corps in the Revolutionary and Napoleonic Wars, 1792-1815",Alexander Mikaberidze,Savis Beatie,2005,,N,
"Row 4, Section 6","The French in Italy, 1796-1799",Angus Heriot,Chatto and Windus,1957,,N,
"Row 4, Section 6",Napoleon Controverse,Robert Christophe,Editions France-Empire,1967,,N,
"Row 4, Section 6",Talleyrand: Statesman-Priest,Louis S. Greenbaum,Catholic University of America Press,1970,,N,
"Row 4, Section 6",Russian Title,?,Teppa,2000,,N,
"Row 4, Section 6",A Life of Napoleon,Stendhal,The Rodale Press,1956,,N,
"Row 4, Section 6",Land an March Und Donau,Otto Schilder,Ferdinand Berger and Co.,1975,,N,
"Row 4, Section 6","Bulletin of Florida State College for Women, Vol. XXV",Florida State University,Florida State University,1932,,N,
"Row 4, Section 7","Napoleon's Finest Marshal Louis Davout and His 3rd Corps Combat Journal of Operations, 1805-1807","(edited by) Matthew DeLaMater, Douglas C. DeLaMater",Military History Press,2006,,N,
"Row 4, Section 7",On Campaign in the Age of Napoleon: The Art of Keith Rocco ,Keith Rocco (edited by Matthew DeLaMater),Military History Press,2006,,N,
"Row 4, Section 7",A Military History and Atlas of The Napoleonic Wars ,(compiled by) The Department of Military Art and Engineering and the United States Military Academy ,Frederick A. Praeger ,1965,,N,
"Row 4, Section 7",Estampas de la Guerra de la Independencia en la Privincia de Salamanca ,Conrad Kent ,Instituto de las Indentidades ,2010,,N,
"Row 4, Section 7",Campagnes des Francais sous le Consulat & L'Empire Tome I (Book 1),Carle Vernet,,1969,,N,
"Row 4, Section 7",Campagnes des Francais sous le Consulat & L'Empire Tome I (Book 2),Carle Vernet,,1969,,N,
"Row 4, Section 7",L'Armee Francaise: An Illustrated History of the French Army 1790-1885 ,Edouard Detaille ,Waxtel & Hasenauer,1992,,N,
"Row 4, Section 7",Napoleon's Soldiers: The Grande Armee of 1807 as Depicted in the Paintings of the Otto Manuscript ,"Guy C. Dempsey, Jr. ",Arms and Armour,1994,,N,
"Row 4, Section 7",Atlas to Accompany Napoleon as a General ,Yorck von Wartenburg,Department of Military Art and Engineering,,,N,
"Row 4, Section 7",Histoires de France 1789-1989,Patrick de Mervlec,Contrejour,1990,,N,
"Row 4, Section 7",Memoirs of the War in Spain and France from 1808 to 1814,James Wyld,W. Clowes and Sons,1841,,N,
"Row 4, Section 7",Russian Title; 1812 on cover,?,?,1963,,N,Signed
"Row 4, Section 7",The Red Lancers,Ronald Pawly,The Crowood Press,1998,,N,Invoice and correspondence
"Row 4, Section 7",Great Sea Battles,Oliver Warner,Spring Books,1963,,N,
"Row 4, Section 7","Empire Style, 1804-1815: An Introduction to the Decorative Style that Glorified Napoleon",Nietta Apra,World Publishing,1973,,N,
"Row 4, Section 7",The French Revolution: The Beginning of Modern Democracy,Walter Grab,Bracken Books,1989,,N,
"Row 4, Section 7","Guerra Peninsular, Soberanias Atlanticas, Novas Instituicoes",Comissao de Defesa Nacional da Assembleia da Republica,Assembleia da Republica,2008,,N,
"Row 4, Section 7",David and Napoleonic Painting,McCall Collection of Modern Art,Fratelli Fabbri Editori and McCall Publishing Co.,1970,,N,
"Row 4, Section 7",L'Empire A Table,Anne-Marie Nisbet and Victor Andre Massena,Adam Biro,1988,,N,In a cover sleeve
"Row 4, Section 7",La Revolution Francaise a Travers Les Archives,Archives de France,Archives Nationales-La Documentation Francaise,1988,,N,Signed
"Row 4, Section 7",Inventaire des Archives: Conservees Au Service Historique de L'Etat Major de L'Armee,Marc-Andre Fabre et. al,Ateliers D'Impressions de L'Armee,1954,Second,N,"Filled with letters, pictures, and nespaper clippings"
"Row 4, Section 7",Tresors de la Fondation Napoleon,Musee Jacquemart-Andre,Nouveau Monde,2005,,N,
"Row 4, Section 7",The Life and Times of Napoleon,Enzo Orlandi and C. J. Richards,Curtis Publishing Company,1966,,N,
"Row 4, Section 7",Napoleonic Plastic Figure Modelling,William F. Ottinger,Windrow and Greene Publishing,1997,,N,
"Row 4, Section 7","Target Packet for EUH4452 and EUH5457 on ""French Political Thought at the Accession of Louis XVI""",Keith Michael Baker,University of Chicago Press,2000,,N,
"Row 4, Section 7",Baroko v Cechach A Na Morave,?,?,?,,N,Wrapped in plastic
"Row 4, Section 7",The Napoleonic Wars Data Book,Digby Smith,Greenhill Books,1998,,N,Horward review in cover
"Row 4, Section 7",Waterloo,Henry Lachouque,Arms and Armour Press,1972,,N,
"Row 4, Section 7",The Bicentenary of the Peninuslar War: A Commemorative Record,Nick Lipscomb,Osprey Publishing,2014,,N,
"Row 4, Section 7",A Documentary Survey of the French Revolution,John Hall Stewart,The Macmillan Company,1961,Second,N,
"Row 4, Section 7",Victoire a Waterloo,Robert Aron,Albin Michel,1937,,N,
"Row 4, Section 7",Napoleon D'Ajaccio,Marcel Mirtil,Siboney,1947,,N,Bound very improperly; some of the pages cannot be opened
"Row 4, Section 7","Guia de Portugal, Vol. IV: Entre Douro e Minho, II. Minho",Fundacao Calouste Gulbenkian,Nas Oficinas Graficas ,1965,,N,
"Row 4, Section 7","Guia de Portugal, Vol. III: Beira, I. Beira Litoral",Fundacao Calouste Gulbenkian,Nas Oficinas Graficas?,?,,N,No publisher info
"Row 4, Section 7",Journal of a Residence at Vienna and Berlin in the Eventful Winter of 1805-1806,Henry Reeve,"Longmans, Green, and Co.",1877,,N,
"Row 4, Section 7",Switzerland: Together With Chamonix and the Italian Lakes,Karl Baedeker,"Karl Baedeker, George Allen and Unwin, Charles Scriber's Sons",1928,Twenty-Seventh,N,Introduction pages unbound
"Row 4, Section 7",Spain and Portugal: A Handbook for Travelers,Karl Baedeker,"Karl Baedeker, Dulau and Co., Charles Scriber's Sons",1908,Third,N,
"Row 4, Section 7",Napoleon,J. Colin,Librairie Chapelot,1914,,N,
"Row 4, Section 7",The Ancient Regime,H.A. Taine and John Durand,"Sampson Low, Marston, Searle and Rivington",1881,,N,
"Row 4, Section 7","Justine, or the Misfortunes of Virtue",Marquis de Sade,Castle Books,1964,,N,
"Row 4, Section 7","History of the Captivity of Napoleon at St. Helena, Vol. II",William Forsyth,John Murray,1853,,N,
"Row 4, Section 7",Napoleon and the Jews,Franz Kobler,Schocken Books,1976,,N,
"Row 4, Section 7",Victoire a Waterloo,Robert Aron,Albin Michel,1937,,Y,
"Row 4, Section 7",The Fifty Days: Napoleon in England,Jean Duhamel,University of Miami Press,1970,,N,
"Row 4, Section 7",The Waterloo Campaign,Lt. Colonel S. C. Pratt,Butler and Tanner,?,,N,
"Row 4, Section 7","La Grande Armee, Vol. II",Georges Blond,Robert Laffont,1979,,N,
"Row 4, Section 7","La Grande Armee, Vol. I",Georges Blond,Robert Laffont,1979,,N,
"Row 4, Section 7",Caroline Bonaparte,Marcel Dupont,Hachette,1937,,Y,
"Row 4, Section 7",Les Masques Mortuaires de Napoleon,Eugene de Veauce,La Pensee Universelle,1971,,N,
"Row 4, Section 7",Napoleon's Death: An Inquest,Major General Frank Richardson,William Kimber,1974,,N,
"Row 4, Section 7",Waterloo: A Narrative and a Criticism,E. L. S. Horsburgh,Methuen and Co.,1900,Second,N,
"Row 4, Section 7",Notes and Reminiscences of a Staff Officer Relating to Waterloo and St. Helena,Basil Jackson,John Murray,1903,,N,
"Row 4, Section 7",Le Marechal Ney et La Marechal Blucher a Nancy en 1814,Georges Maugin,Berger-Levrault,1930,,N,
"Row 4, Section 7",An Irish Peer on the Continent (1801-1803),Thomas U. Sadleir,Williams and Norgate,1920,,N,
"Row 4, Section 7","New Letters of Robert Southey, Vol. II (1811-1838)",Kenneth Curry,Columbia University Press,1965,,N,
"Row 4, Section 7",Napoleon: From 18 Brumaire to Tilsit 1799-1807,Georges Lefebvre,Columbia University Press,1969,,N,
"Row 4, Section 7",Napoleon et L'Europe,Maurice Baumont et. al,Brepolis,1961,,N,
"Row 4, Section 7","Moscow, 1812: Napoleon's Fatal March",Adam Zamoyski,Harper Collins,2004,,N,Letter from publisher
"Row 4, Section 7","Guia de Portugal, Vol. IV: Entre Douro e Minho, I. Douro Litoral",Fundacao Calouste Gulbenkian,Nas Oficinas Graficas?,?,,N,No publisher info
"Row 4, Section 7","Austria: Together with Budapest, Prague, Karlsbad, and Marienbad",Karl Baedeker,"Karl Baedeker, George Allen and Unwin, Charles Scriber's Sons",1929,Twelfth,N,
"Row 4, Section 7",Italy: A Handbook for Travelers,Karl Baedeker,"Karl Baedeker, Dulau and Co.",1892,Ninth,,
"Row 4, Section 7",Le Baron Larrey Chirurgien de Napoleon,Andre Soubiran,Fayard,1966,,,
"Row 4, Section 7",Una Vie D'Ambassadrice Au Siecle Dernier La Princesse de Lieven,Ernest Daudet,Plon et Nourrit,?,,,
"Row 4, Section 7",Madame de Stael et Napoleon,Paul Gautier,Plon et Nourrit,1933,,,
"Row 4, Section 7","Napoleon in Exile, Vol. I  ","Barry E. O'Meara, Esq.",Worthington Co.,1890,,,Newspaper clippings
"Row 4, Section 7",1812: Cent Ans Apres,Andre Bouvery,Augustin Challamel,1912,,?,
"Row 4, Section 7",Souvenirs Militaires D'Octave Levavasseur,Commandant Beslay,Plon-Nourrit et Cie,1914,,Y,
"Row 4, Section 7",Napoleon et Le Parliement ou La Dictature Enchainee,Francois Pietri,Artheme Fayard,1955,,Y,
"Row 4, Section 7",Le Roman de Napoleon Brumaire,Octave Aubry,Tallandier,1938,,Y,
"Row 4, Section 7",Napoleon D'Ajaccio,Marcel Mirtil,Siboney,1947,,Y,
